# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=17
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=326898250
# chain_id=3
# iter=2012
# warmup=1006
# save_warmup=1
# thin=1
# refresh=201
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=./norm_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu
-28.9929,0.994309,0.0867223,2,7,0,29.1969,-0.416924
-28.9616,0.999654,0.150108,3,7,0,29.0093,-0.392989
-29.6135,0.843854,0.261178,1,3,0,29.6198,-0.600291
-29.2768,1,0.300985,1,1,0,29.6039,-0.524876
-29.2768,6.15522e-07,0.516823,1,1,0,30.3039,-0.524876
-29.309,0.999239,0.0687889,1,1,0,29.309,-0.533356
-29.1652,0.99932,0.118215,2,3,0,29.3415,-0.491864
-29.2566,0.981605,0.201536,1,1,0,29.2822,-0.519354
-29.3896,0.931669,0.326131,1,1,0,29.5658,-0.553141
-29.3896,2.30996e-07,0.463106,1,1,0,31.5712,-0.553141
-29.1501,1,0.066326,4,15,0,29.3856,-0.192171
-29.208,0.996373,0.111944,1,1,0,29.2083,-0.173671
-29.0492,0.935839,0.185886,1,3,0,29.8575,-0.447278
-29.0492,0.711129,0.264934,1,3,0,30.2148,-0.447278
-29.1045,0.952652,0.219644,1,3,0,29.4238,-0.208554
-29.2771,0.913446,0.323775,1,1,0,29.3706,-0.154021
-34.0865,0.011026,0.432841,1,1,0,34.6082,-1.05719
-33.7427,1,0.06967,1,1,0,34.0895,-1.03284
-30.476,0.955956,0.114598,1,3,0,35.1995,-0.732209
-30.7058,0.967651,0.169139,1,1,0,30.8545,-0.760435
-29.3329,1,0.255123,2,3,0,30.4808,-0.139558
-30.1231,0.511007,0.412104,1,1,0,30.1281,-0.684393
-30.8498,0.840944,0.218291,1,1,0,30.9907,-0.777204
-29.4115,1,0.245108,1,1,0,30.4338,-0.558199
-29.1084,1,0.392411,1,3,0,29.1786,-0.207079
-29.1084,1.23113e-05,0.624612,1,1,0,29.3012,-0.207079
-30.0744,0.960714,0.108115,2,7,0,30.343,-0.677255
-29.1032,0.916937,0.158143,2,3,0,31.2719,-0.46995
-29.4291,0.931123,0.20924,1,1,0,29.4294,-0.562172
-28.9578,1,0.284564,1,1,0,29.2385,-0.389312
-29.0173,0.942127,0.447526,1,1,0,29.0218,-0.247678
-29.0173,0.260646,0.618233,1,1,0,29.0179,-0.247678
-28.936,0.998548,0.198215,1,3,0,29.02,-0.322063
-29.1056,0.948744,0.308955,2,3,0,29.1063,-0.208135
-28.939,1,0.43128,1,1,0,29.0016,-0.31486
-28.939,0.115386,0.668074,1,1,0,29.1158,-0.31486
-28.9345,0.998598,0.161896,1,3,0,28.9562,-0.351833
-29.8174,0.789094,0.250151,1,3,0,29.9393,-0.0421621
-29.2722,1,0.249362,2,3,0,29.6591,-0.523627
-29.2722,0.14885,0.383716,1,1,0,30.6108,-0.523627
-29.3463,0.988545,0.102828,2,5,0,29.8207,-0.136239
-28.9775,0.926088,0.15457,3,7,0,30.7451,-0.4062
-29.0187,0.987495,0.203849,2,3,0,29.1001,-0.432087
-29.0187,0.535587,0.303419,1,1,0,29.7714,-0.432087
-28.9628,0.979211,0.181586,1,3,0,29.2157,-0.284915
-29.5398,0.858968,0.26491,1,3,0,29.5423,-0.0932085
-29.0363,0.982051,0.303168,2,3,0,29.456,-0.237874
-29.0363,0.165715,0.44198,1,1,0,29.3386,-0.237874
-29.1367,0.982335,0.128709,2,5,0,29.4058,-0.48218
-28.9964,0.860474,0.187807,3,7,0,30.3813,-0.419132
-31.0288,0.566872,0.215295,1,3,0,32.1687,0.118199
-30.5439,1,0.139405,1,1,0,31.0089,0.0617742
-31.5124,0.808866,0.209242,1,1,0,31.6659,0.168265
-29.9256,1,0.216637,2,3,0,31.162,-0.0245064
-29.1428,1,0.323267,2,3,0,29.5669,-0.194678
-29.1658,0.599021,0.480615,1,3,0,29.1724,-0.492043
-29.1658,0.221313,0.332704,1,1,0,30.5823,-0.492043
-28.9952,0.931195,0.113199,2,7,0,30.9065,-0.260611
-29.0121,0.987846,0.147748,2,3,0,29.164,-0.250542
-29.1919,0.95969,0.21391,1,1,0,29.1919,-0.178625
-29.0243,0.951481,0.292905,2,3,0,29.3714,-0.43506
-29.0243,0.197887,0.393921,1,1,0,29.8937,-0.43506
-28.976,0.999901,0.131202,2,3,0,29.0299,-0.405112
-28.9809,0.999086,0.193047,1,1,0,28.9875,-0.408747
-29.6804,0.756082,0.282689,1,1,0,29.6817,-0.61281
-28.9802,1,0.264781,1,3,0,29.436,-0.408195
-29.2448,0.638421,3.0929,1,1,0,29.4292,-0.162933
-29.2448,0,23.0558,0,1,1,29.2542,-0.162933
-29.2448,1.59217e-07,3.20667,1,1,0,29.5559,-0.162933
-29.3352,0.998217,0.282982,1,3,0,29.394,-0.138977
-29.3054,1,0.355208,1,1,0,29.3348,-0.146546
-29.021,0.990205,0.530963,1,3,0,29.6104,-0.245692
-29.7434,0.936285,0.851848,3,7,0,30.0578,-0.0548692
-29.1097,1,1.22664,2,3,0,29.5827,-0.472402
-29.1097,4.49134e-06,2.22924,1,1,0,32.4723,-0.472402
-28.9331,0.998266,0.175985,3,15,0,29.9345,-0.33546
-28.9492,0.999798,0.327077,3,15,0,28.9517,-0.299131
-29.5517,0.880949,0.617981,2,5,0,31.9613,-0.58817
-29.4287,1,0.806868,2,3,0,29.5587,-0.562083
-28.9385,0.995128,1.53507,1,3,0,29.2457,-0.315865
-28.9385,0.000315992,2.86762,1,1,0,29.7759,-0.315865
-29.525,0.994414,0.244326,3,15,0,29.893,-0.0962324
-29.338,0.999764,0.459545,4,15,0,29.5704,-0.540692
-29.3928,0.992634,0.872617,1,1,0,29.4298,-0.553866
-28.9374,1,1.60832,1,1,0,29.184,-0.360578
-28.9344,0.920647,3.00461,1,3,0,28.9345,-0.327408
-28.9344,0.000169063,4.38862,1,1,0,29.1765,-0.327408
-28.933,0.999791,0.419219,2,7,0,28.9475,-0.340931
-28.9351,0.99962,0.780893,1,3,0,28.9375,-0.354253
-29.4292,0.873431,1.43936,1,3,0,29.4426,-0.562195
-29.7373,0.833565,1.82576,1,1,0,30.0556,-0.623025
-29.0507,1,2.05867,1,1,0,29.4312,-0.447979
-29.0507,9.62282e-30,3.71254,1,1,0,30.6129,-0.447979
-29.037,0.999973,0.39961,3,7,0,29.0578,-0.441471
-29.7855,0.785655,0.723541,1,3,0,32.8963,-0.0475778
-29.7465,0.988217,0.717709,2,3,0,30.1404,-0.0543276
-29.2764,1,1.24001,1,1,0,29.6467,-0.154203
-29.2764,0.514479,2.19218,1,1,0,29.3995,-0.154203
-29.0948,0.927007,1.03816,1,3,0,30.0065,-0.466684
-28.9724,0.98863,1.4983,2,3,0,29.1553,-0.27672
-28.9724,0.0348995,2.53096,1,1,0,29.838,-0.27672
-29.3488,0.992853,0.345335,3,11,0,29.585,-0.543373
-29.3747,0.998399,0.59167,1,1,0,29.3905,-0.549607
-29.4618,0.997033,1.01969,2,7,0,29.4633,-0.109576
-30.1421,0.729301,1.73641,2,3,0,30.4437,0.00815076
-29.5381,1,1.48216,1,1,0,30.0904,-0.0935539
-29.3953,1,2.51506,1,1,0,29.9825,-0.124513
-29.3953,1.17831e-12,4.23399,1,3,1,29.4319,-0.124513
-30.0037,0.973201,0.584892,2,3,0,30.0219,-0.0123508
-29.772,1,0.924089,1,1,0,30.0311,-0.0498916
-28.9414,0.992838,1.54896,1,3,0,29.4496,-0.368543
-28.9414,0.235536,2.53249,1,1,0,29.1677,-0.368543
-28.9543,0.999167,0.656686,3,7,0,28.9719,-0.293247
-31.9932,0.691012,1.08895,2,3,0,32.4523,0.213566
-29.6649,0.997843,0.858759,2,3,0,32.114,-0.0690152
-31.1649,0.590774,1.40695,1,1,0,31.2846,0.132826
-31.1649,1.00388e-09,3.50862,1,2,1,31.567,0.132826
-31.1649,0,8.19286,0,1,1,31.1652,0.132826
-28.9349,0.998988,0.807811,2,5,0,30.9702,-0.35359
-28.9792,0.952767,0.839072,3,7,0,29.5618,-0.271531
-28.9332,1,0.991432,2,3,0,28.9714,-0.344038
-29.4037,0.871968,1.54118,1,3,0,29.407,-0.556414
-34.2973,0.0612616,1.76576,1,1,0,34.7473,-1.07172
-34.2105,1,0.168565,1,1,0,34.2982,-1.06577
-33.9361,0.998802,0.300164,2,3,0,34.4347,-1.04664
-33.3817,1,0.549549,1,1,0,33.9702,-1.00631
-31.9401,1,1.02843,2,3,0,33.3544,-0.887728
-31.8664,0.819933,1.9421,1,3,0,32.2904,0.201986
-31.8664,0.868917,2.08601,1,3,0,32.1048,0.201986
-31.8664,2.64849e-08,2.62165,1,1,0,32.3151,0.201986
-31.6949,0.999261,0.219503,2,3,0,32.0246,0.185925
-28.9362,0.959065,0.420208,2,7,0,34.732,-0.321508
-28.9335,0.999256,0.70686,2,5,0,28.949,-0.346652
-28.9439,0.996993,1.33714,1,3,0,28.9466,-0.30636
-28.9439,0.00060586,2.49143,1,1,0,30.5352,-0.30636
-28.9416,0.999987,0.230155,2,5,0,28.9465,-0.310154
-29.0353,0.993509,0.435426,2,5,0,29.2578,-0.440651
-29.0613,0.943914,0.800411,1,3,0,29.8143,-0.22621
-29.308,0.930811,1.26012,1,1,0,29.317,-0.145867
-29.308,0.234503,1.89596,1,1,0,30.5385,-0.145867
-29.166,0.995526,0.380989,3,9,0,29.7325,-0.492116
-29.1417,1,0.692315,1,1,0,29.1738,-0.483948
-29.7668,0.83355,1.2615,1,1,0,29.7717,-0.628182
-29.0625,1,1.42586,2,3,0,29.5154,-0.453277
-29.0625,0.0211591,2.55701,1,1,0,29.4316,-0.453277
-28.9334,0.99756,0.304209,2,7,0,29.396,-0.345987
-28.933,0.999459,0.543655,3,7,0,28.9534,-0.339704
-29.0043,0.975498,0.967271,2,3,0,29.1402,-0.255043
-30.4481,0.509163,1.5982,1,1,0,30.4668,0.0496634
-30.6828,0.996558,0.753408,3,7,0,30.7634,0.078723
-29.9426,1,1.30821,1,1,0,30.6591,-0.021819
-29.9426,0.0404879,2.27203,1,1,0,30.3265,-0.021819
-28.9352,0.998825,0.320094,3,9,0,30.2384,-0.354585
-28.9339,1,0.555451,2,3,0,28.9352,-0.349098
-29.0927,0.955799,0.958492,2,3,0,29.32,-0.21315
-29.1929,0.961382,1.46536,1,1,0,29.2466,-0.178314
-29.5501,0.71663,2.25746,1,1,0,29.5578,-0.587849
-29.3234,1,1.86876,1,1,0,29.6835,-0.53704
-29.3234,0.150239,3.14347,1,3,0,29.3958,-0.53704
-28.9631,0.999595,0.640821,3,7,0,29.347,-0.394357
-29.0229,0.971454,1.07687,1,3,0,29.1641,-0.244649
-29.0229,0.0665871,1.67696,1,1,0,31.6431,-0.244649
-29.1131,0.998353,0.289896,3,7,0,29.1835,-0.205317
-29.2005,0.997469,0.482923,2,3,0,29.2106,-0.175972
-28.9357,0.999036,0.797066,3,7,0,29.2233,-0.356129
-30.3927,0.683441,1.31136,1,3,0,30.5166,-0.721459
-28.9786,0.892743,1.01846,1,3,0,31.3459,-0.271907
-29.7947,0.792909,1.29541,1,3,0,30.0609,-0.632978
-32.1134,0.487053,1.30197,1,1,0,32.1644,-0.903304
-31.3115,1,0.645246,2,3,0,32.0554,-0.827069
-31.1993,1,1.04776,1,1,0,31.7118,-0.815431
-28.9665,0.991129,1.69078,2,3,0,30.0616,-0.397404
-28.9401,1,2.65788,1,1,0,28.9406,-0.312729
-28.9401,3.98699e-89,4.23839,1,1,0,33.1,-0.312729
-29.3371,0.9705,0.715432,2,5,0,29.4212,-0.540475
-29.3003,1,1.0706,1,1,0,29.3964,-0.53111
-30.3074,0.674762,1.70177,2,3,0,30.5233,-0.710133
-29.2191,0.903902,1.31522,1,3,0,30.6981,-0.170363
-29.3366,0.596867,1.68275,2,3,0,30.215,-0.540344
-28.9332,0.993388,1.10103,1,3,0,29.3748,-0.344779
-29.5951,0.702882,1.70602,1,1,0,29.5974,-0.596742
-28.9604,0.885945,1.40842,2,3,0,30.192,-0.391846
-28.9364,0.882174,1.72323,2,3,0,29.1136,-0.321005
-29.1571,0.838704,2.08672,1,1,0,29.1726,-0.48916
-30.524,0.2662,2.29998,1,1,0,31.2309,-0.738276
-30.524,0.922948,0.75967,1,1,0,31.2094,-0.738276
-32.1207,0.834263,1.00288,2,7,0,32.8119,0.22497
-30.4959,1,1.09753,1,1,0,31.8345,0.0557528
-30.3315,1,1.69081,2,3,0,30.6234,-0.713365
-30.3315,0.000397719,2.59289,1,1,0,30.559,-0.713365
-30.3298,1,0.510937,1,1,0,30.3974,-0.713136
-30.4385,0.995939,0.784776,2,3,0,30.5573,-0.727407
-30.3349,1,1.1902,1,1,0,30.751,-0.713821
-30.3349,0.458473,1.81217,1,1,0,31.8086,-0.713821
-30.001,1,0.926556,2,3,0,30.3605,-0.666223
-29.9694,1,1.40644,1,1,0,30.3605,-0.661351
-28.9526,1,2.12603,1,1,0,29.2119,-0.295196
-28.9526,0.00245693,3.20077,1,1,0,29.5867,-0.295196
-28.9337,0.999817,0.673566,2,5,0,28.9582,-0.347968
-28.9807,0.994366,1.01517,2,3,0,28.9856,-0.408537
-28.9807,0.559092,1.50789,1,3,0,30.2571,-0.408537
-31.9351,0.754398,0.958644,2,7,0,31.9352,0.20829
-31.8886,1,0.892496,1,1,0,32.343,0.204037
-29.3699,1,1.33334,1,1,0,31.0719,-0.13051
-29.5655,0.868493,1.98456,1,1,0,29.9209,-0.0880496
-28.9422,1,2.29066,1,1,0,29.0723,-0.369817
-28.9422,7.26668e-29,3.38877,1,1,0,32.215,-0.369817
-29.8021,0.821852,0.755479,1,3,0,31.4645,-0.0447449
-29.5239,1,0.800513,1,1,0,29.776,-0.0964529
-29.2627,1,1.18343,1,1,0,29.4958,-0.157946
-29.0716,0.8248,1.74353,2,3,0,29.466,-0.457224
-29.0716,0.0168897,1.84923,1,1,0,31.5417,-0.457224
-28.9609,0.99802,0.440218,3,9,0,29.1905,-0.286659
-28.9517,0.999712,0.645608,2,5,0,28.9734,-0.382832
-28.9367,0.996431,0.946674,1,3,0,28.9853,-0.320017
-28.9917,0.984228,1.3754,1,3,0,29.0051,-0.416108
-29.1116,0.937708,0.487086,1,3,0,29.9161,-0.20588
-29.1116,0,6.25668,0,1,1,29.4539,-0.20588
-31.7956,0.293689,1.02248,1,1,0,31.8371,0.195413
-28.9403,0.997843,0.216384,3,11,0,32.1736,-0.312326
-28.9333,1,0.304121,4,15,0,28.9401,-0.333461
-29.0765,0.973569,0.489343,1,3,0,29.2648,-0.2197
-29.3397,0.932047,0.782511,1,1,0,29.346,-0.137854
-29.5438,0.889748,1.14504,1,1,0,29.7901,-0.0924022
-29.3112,1,1.49708,1,1,0,29.3207,-0.533935
-29.3112,4.69818e-34,2.79935,1,1,0,29.4133,-0.533935
-29.0703,0.999547,0.222862,2,5,0,29.3677,-0.456664
-29.1497,0.995233,0.420044,2,3,0,29.1824,-0.486679
-29.7448,0.804464,0.782552,1,3,0,30.4766,-0.0546368
-29.1187,1,0.800022,2,3,0,29.5708,-0.203252
-29.0176,1,1.50744,1,1,0,29.1473,-0.247498
-29.0176,9.19317e-08,2.82211,1,1,0,29.0319,-0.247498
-29.2449,0.997242,0.241648,4,15,0,29.3382,-0.162925
-29.3743,0.996186,0.451293,2,3,0,29.3747,-0.12947
-28.9487,0.997373,0.833061,2,3,0,29.3922,-0.379207
-28.9487,0.0168381,1.52937,1,1,0,30.0642,-0.379207
-29.0358,0.999224,0.149485,3,9,0,29.098,-0.440881
-29.1687,0.980547,0.277362,2,7,0,30.1578,-0.186003
-29.1222,1,0.482424,1,1,0,29.1696,-0.201971
-30.1123,0.754738,0.879903,2,3,0,30.6028,-0.682825
-29.5113,1,0.783669,1,1,0,30.0127,-0.579919
-29.0685,1,1.40954,1,1,0,29.1377,-0.223077
-29.0685,0.0328067,2.51027,1,3,1,29.1092,-0.223077
-28.94,0.999383,0.292638,2,7,0,29.1256,-0.312887
-29.1986,0.959551,0.522161,1,3,0,29.3986,-0.176535
-30.1051,0.639912,0.826615,2,3,0,31.8931,-0.681767
-29.0763,0.914517,0.541152,2,3,0,31.3245,-0.459195
-29.4135,0.920104,0.752109,1,1,0,29.4142,-0.558638
-29.5438,0.938547,1.05544,1,1,0,29.7759,-0.586591
-29.5438,0.0644579,1.54735,1,1,0,29.7577,-0.586591
-29.7758,0.99383,0.222294,1,3,0,29.8844,-0.629731
-29.7561,1,0.379246,3,7,0,29.818,-0.626317
-29.3659,1,0.651968,1,1,0,29.694,-0.547516
-29.3659,0.634311,1.11133,1,1,0,30.0134,-0.547516
-29.4988,0.969183,0.734438,1,1,0,29.5706,-0.577312
-30.0883,0.712843,1.1468,1,1,0,30.4503,-0.679308
-30.2298,0.982657,0.929929,2,3,0,30.6494,-0.699518
-30.7356,0.612742,1.48931,1,1,0,32.2184,-0.763955
-29.0212,1,0.942003,1,3,0,30.0714,-0.433428
-30.126,0.307429,1.56373,1,1,0,30.6793,-0.684806
-30.7194,0.944355,0.470056,1,1,0,30.7199,-0.762051
-29.914,1,0.679635,1,1,0,30.6032,-0.652626
-30.271,0.908463,1.11857,2,3,0,30.5569,0.0262124
-30.271,0.0522117,1.46688,1,1,0,30.5929,0.0262124
-29.1656,0.984967,0.247798,2,7,0,31.9952,-0.491971
-29.1529,1,0.392155,1,1,0,29.1746,-0.487748
-28.9669,0.972471,0.638997,1,3,0,29.451,-0.281206
-29.2416,0.937417,0.969859,2,3,0,29.246,-0.163847
-29.0812,1,1.3493,1,3,0,29.1152,-0.461229
-29.0812,3.78502e-09,2.15999,1,1,0,29.5362,-0.461229
-28.9362,0.999096,0.345825,3,7,0,29.1433,-0.32147
-28.9674,0.990226,0.553876,1,3,0,29.0368,-0.398154
-29.0262,0.872361,0.86426,2,3,0,29.6155,-0.436031
-29.04,0.997889,1.02826,2,3,0,29.0473,-0.236072
-29.04,0.923374,1.61706,1,1,0,29.1946,-0.236072
-29.04,0.0357026,2.14245,1,1,0,29.7081,-0.236072
-29.2436,0.992561,0.396673,3,7,0,29.358,-0.515698
-29.2681,0.995965,0.614963,1,1,0,29.3117,-0.52251
-28.9733,1,0.95553,1,1,0,29.155,-0.403015
-28.9733,0.0955978,1.49009,1,1,0,29.4647,-0.403015
-29.0075,0.993142,0.327121,2,7,0,29.2383,-0.2532
-28.9449,0.983624,0.503128,1,3,0,29.2349,-0.374044
-28.9561,0.997221,0.754549,1,1,0,28.9572,-0.387582
-28.9561,0.060699,1.15951,1,1,0,31.0482,-0.387582
-28.9393,0.998455,0.244798,2,7,0,29.0627,-0.314341
-28.9513,0.996847,0.37766,3,7,0,29.0515,-0.296686
-28.9386,0.995594,0.577935,2,3,0,28.9983,-0.315832
-28.9774,0.991476,0.878075,2,3,0,28.9917,-0.406106
-28.9387,1,1.31689,1,1,0,28.9485,-0.315431
-28.9566,0.678957,2.0014,1,3,0,28.9701,-0.388095
-28.9566,0.586833,1.56912,1,1,0,29.1439,-0.388095
-28.9876,0.946295,1.02218,2,3,0,29.0921,-0.265572
-28.9876,0.0801227,1.38601,1,1,0,29.743,-0.265572
-28.9497,0.998945,0.326466,1,3,0,29.0226,-0.298606
-28.9336,0.997463,0.493276,1,3,0,28.9856,-0.347297
-29.137,0.953015,0.740061,1,3,0,29.1836,-0.482307
-28.9348,0.995809,1.01237,2,3,0,29.067,-0.353076
-28.9348,0.00109495,1.50259,1,1,0,30.745,-0.353076
-32.2623,0.911257,0.313524,2,7,0,32.5591,-0.916355
-28.9635,0.966204,0.394988,2,7,0,33.4532,-0.284196
-28.9617,1,0.552667,1,1,0,28.9665,-0.285889
-29.017,0.994593,0.823098,2,3,0,29.0177,-0.431133
-29.4498,0.758785,1.20862,1,1,0,29.5431,-0.566768
-29.9671,0.497178,1.12365,2,3,0,30.7914,-0.0179918
-29.107,0.848322,0.633492,1,3,0,31.4735,-0.471388
-29.1005,1,0.700999,2,7,0,29.106,-0.210077
-29.2008,0.977669,1.0334,2,3,0,29.276,-0.175873
-29.0945,1,1.45545,1,1,0,29.294,-0.212415
-29.0945,1.38805e-05,2.13134,1,1,0,29.2809,-0.212415
-29.1007,0.999793,0.478223,2,3,0,29.1145,-0.209987
-29.1144,0.997072,0.701051,1,1,0,29.1467,-0.204817
-29.2745,0.851936,1.01915,2,3,0,29.6256,-0.524266
-28.9335,1,1.12931,1,1,0,29.0883,-0.3469
-29.1274,0.79587,1.64202,1,1,0,29.2093,-0.478915
-28.9424,1,1.63703,1,1,0,28.963,-0.308805
-28.9424,1.31018e-20,2.36913,1,1,0,30.5296,-0.308805
-29.2835,0.922462,0.554844,1,3,0,29.8058,-0.526662
-29.1058,1,0.698736,1,1,0,29.2524,-0.470923
-29.6026,0.801449,1.0101,1,1,0,29.6624,-0.598203
-28.9331,0.999388,1.01913,1,3,0,29.3034,-0.335287
-29.3564,0.672575,1.46505,1,1,0,29.4468,-0.133774
-29.2718,1,1.17298,1,1,0,29.5173,-0.155454
-29.2718,0.00559224,1.68226,1,1,0,29.5998,-0.155454
-30.9551,0.874377,0.414607,2,7,0,32.2623,0.110085
-31.6622,0.932124,0.47715,1,1,0,31.6866,0.182803
-31.6622,0.936859,0.607011,1,1,0,32.3188,0.182803
-30.2789,1,0.777187,2,3,0,31.4339,0.0272852
-28.9807,0.99705,1.10863,1,3,0,29.5905,-0.408606
-28.9807,0.00254876,1.56914,1,1,0,30.0215,-0.408606
-29.0661,0.989408,0.397068,2,5,0,29.2579,-0.224132
-29.7918,0.926604,0.55531,3,7,0,30.1902,-0.632484
-30.4474,0.870672,0.695548,1,1,0,30.5027,-0.728558
-31.5249,0.91511,0.79044,2,3,0,31.7531,-0.848471
-31.2361,1,0.967997,1,1,0,32.3237,-0.819279
-29.0821,1,1.36714,1,1,0,29.5789,-0.217405
-29.0821,0.36432,1.9261,1,1,0,29.0821,-0.217405
-29.0241,1,0.927298,1,1,0,29.0885,-0.244041
-29.0241,0.625522,1.30502,1,1,0,29.1901,-0.244041
-29.0672,0.952151,0.97903,2,3,0,29.2357,-0.223657
-28.9598,1,1.26885,1,1,0,29.0264,-0.287712
-28.9598,0.0388119,1.77737,1,1,0,29.2454,-0.287712
-29.4498,0.973513,0.505495,3,7,0,29.4797,-0.566767
-29.2456,1,0.678336,2,3,0,29.4295,-0.516251
-29.5092,0.901534,0.948913,1,1,0,29.6094,-0.579482
-30.3351,0.632565,1.12695,1,1,0,30.6908,-0.713845
-29.455,1,0.861359,1,1,0,30.122,-0.567917
-31.9922,0.202903,1.1999,1,1,0,32.539,-0.892458
-30.5197,1,0.457245,3,7,0,31.8776,0.0587565
-28.9986,1,0.636871,2,7,0,30.2522,-0.420472
-29.2689,0.911654,0.88514,1,1,0,29.2729,-0.522746
-29.1037,1,1.06502,1,1,0,29.271,-0.47012
-29.6088,0.619036,1.47458,1,1,0,29.6368,-0.0795797
-29.3274,0.682819,1.10858,2,3,0,30.204,-0.538041
-28.9444,0.991273,0.924173,1,3,0,29.2321,-0.305724
-28.9444,0.217013,1.2586,1,1,0,29.7916,-0.305724
-28.9399,1,0.502394,2,3,0,28.9439,-0.313072
-28.9349,0.99871,0.693639,2,3,0,28.952,-0.353406
-29.1306,0.94556,0.953825,1,3,0,29.1422,-0.198928
-29.6151,0.735771,1.20436,1,1,0,29.7896,-0.0783744
-29.8582,0.567118,1.09396,2,3,0,30.8851,-0.643598
-30.4382,0.862455,0.764439,1,1,0,30.5659,-0.727364
-28.9835,0.957043,0.847044,1,3,0,30.3548,-0.268387
-32.6521,0.151195,1.086,1,1,0,32.6909,0.270205
-29.4745,1,0.400469,2,7,0,32.4722,-0.106836
-29.232,0.895745,0.54895,2,3,0,30.8152,-0.166616
-30.2143,0.872065,0.639975,2,3,0,30.6841,0.0183843
-29.0315,0.992081,0.718873,1,3,0,30.052,-0.240223
-29.3649,0.83724,0.96918,2,3,0,29.7078,-0.131707
-29.0135,1,1.0305,1,1,0,29.232,-0.249783
-29.0135,0.000186131,1.4022,1,1,0,31.5862,-0.249783
-29.037,0.990372,0.419445,2,5,0,29.2405,-0.441459
-29.0783,0.994293,0.562944,1,1,0,29.0823,-0.460037
-29.1415,0.98425,0.758731,1,1,0,29.1651,-0.483865
-29.2173,0.98903,1.00561,2,3,0,29.2571,-0.170911
-28.9748,1,1.34026,1,1,0,29.0302,-0.404136
-29.5356,0.447168,1.81285,1,1,0,29.8066,-0.0940567
-30.248,0.69795,1.07527,1,1,0,30.555,0.023049
-30.3771,0.952599,0.927994,1,1,0,30.8561,0.0404346
-29.2576,0.59027,1.16841,2,3,0,30.5474,-0.519637
-29.0344,1,0.86068,1,1,0,29.1961,-0.440181
-29.3818,0.815161,1.16073,1,1,0,29.4629,-0.551297
