stockid,stocklong,year,TBbest,TCbest,ERbest,BdivBmsypref,UdivUmsypref,BdivBmgtpref,UdivUmgtpref,TB,SSB,TN,R
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,1963,1.05E+06,4.53E+04,4.31E-02,2.96E+00,1.30E+00,2.96E+00,1.30E+00,1.05E+06,4.38E+05,,3.49E+07
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,1964,1.01E+06,1.16E+05,1.15E-01,2.76E+00,3.51E+00,2.76E+00,3.51E+00,1.01E+06,4.09E+05,,2.56E+07
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,1965,9.26E+05,1.26E+05,1.36E-01,2.41E+00,4.53E+00,2.41E+00,4.53E+00,9.26E+05,3.57E+05,,2.93E+07
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,1966,8.10E+05,1.06E+05,1.31E-01,2.07E+00,4.70E+00,2.07E+00,4.70E+00,8.10E+05,3.06E+05,,4.49E+07
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,1967,7.12E+05,7.55E+04,1.06E-01,1.79E+00,4.30E+00,1.79E+00,4.30E+00,7.12E+05,2.65E+05,,3.10E+07
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,1968,6.42E+05,7.64E+04,1.19E-01,1.57E+00,4.36E+00,1.57E+00,4.36E+00,6.42E+05,2.33E+05,,2.08E+07
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,1969,5.69E+05,5.33E+04,9.37E-02,1.40E+00,2.97E+00,1.40E+00,2.97E+00,5.69E+05,2.08E+05,,2.90E+07
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,1970,5.17E+05,7.68E+04,1.49E-01,1.29E+00,4.72E+00,1.29E+00,4.72E+00,5.17E+05,1.91E+05,,4.49E+07
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,1971,4.35E+05,3.16E+04,7.26E-02,1.17E+00,2.26E+00,1.17E+00,2.26E+00,4.35E+05,1.73E+05,,3.50E+07
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,1972,3.99E+05,3.89E+04,9.74E-02,1.11E+00,3.04E+00,1.11E+00,3.04E+00,3.99E+05,1.64E+05,,4.33E+07
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,1973,3.56E+05,1.55E+04,4.35E-02,1.02E+00,1.31E+00,1.02E+00,1.31E+00,3.56E+05,1.51E+05,,1.97E+07
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,1974,3.38E+05,3.64E+04,1.08E-01,9.53E-01,3.43E+00,9.53E-01,3.43E+00,3.38E+05,1.41E+05,,2.56E+07
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,1975,2.99E+05,2.52E+04,8.44E-02,8.43E-01,2.81E+00,8.43E-01,2.81E+00,2.99E+05,1.25E+05,,2.38E+07
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,1976,2.70E+05,2.89E+04,1.07E-01,7.51E-01,3.96E+00,7.51E-01,3.96E+00,2.70E+05,1.11E+05,,6.55E+07
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,1977,2.39E+05,1.03E+04,4.33E-02,6.69E-01,1.62E+00,6.69E-01,1.62E+00,2.39E+05,9.90E+04,,5.79E+07
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,1978,2.27E+05,7.52E+03,3.31E-02,6.31E-01,1.21E+00,6.31E-01,1.21E+00,2.27E+05,9.34E+04,,3.87E+07
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,1979,2.22E+05,7.21E+03,3.25E-02,6.04E-01,1.18E+00,6.04E-01,1.18E+00,2.22E+05,8.95E+04,,7.23E+07
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,1980,2.19E+05,4.97E+03,2.27E-02,5.84E-01,7.89E-01,5.84E-01,7.89E-01,2.19E+05,8.65E+04,,7.86E+07
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,1981,2.18E+05,4.85E+03,2.22E-02,5.72E-01,7.47E-01,5.72E-01,7.47E-01,2.18E+05,8.47E+04,,1.45E+08
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,1982,2.22E+05,1.18E+03,5.33E-03,5.65E-01,1.68E-01,5.65E-01,1.68E-01,2.22E+05,8.37E+04,,7.65E+07
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,1983,2.32E+05,6.63E+02,2.86E-03,5.70E-01,8.05E-02,5.70E-01,8.05E-02,2.32E+05,8.44E+04,,5.19E+07
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,1984,2.50E+05,8.79E+02,3.51E-03,5.82E-01,9.66E-02,5.82E-01,9.66E-02,2.50E+05,8.61E+04,,3.11E+08
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,1985,2.68E+05,2.77E+02,1.04E-03,6.01E-01,2.57E-02,6.01E-01,2.57E-02,2.68E+05,8.90E+04,,4.58E+07
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,1986,2.85E+05,9.72E+02,3.41E-03,6.31E-01,7.76E-02,6.31E-01,7.76E-02,2.85E+05,9.34E+04,,1.40E+08
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,1987,3.24E+05,2.23E+03,6.88E-03,6.68E-01,1.57E-01,6.68E-01,1.57E-01,3.24E+05,9.89E+04,,5.91E+07
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,1988,3.50E+05,3.35E+03,9.58E-03,7.13E-01,2.28E-01,7.13E-01,2.28E-01,3.50E+05,1.06E+05,,1.92E+08
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,1989,3.82E+05,5.50E+03,1.44E-02,7.68E-01,3.34E-01,7.68E-01,3.34E-01,3.82E+05,1.14E+05,,9.23E+07
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,1990,4.07E+05,1.83E+04,4.51E-02,8.23E-01,1.03E+00,8.23E-01,1.03E+00,4.07E+05,1.22E+05,,5.20E+07
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,1991,4.28E+05,7.88E+03,1.84E-02,8.69E-01,4.07E-01,8.69E-01,4.07E-01,4.28E+05,1.29E+05,,2.64E+07
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,1992,4.54E+05,1.35E+04,2.98E-02,9.45E-01,6.78E-01,9.45E-01,6.78E-01,4.54E+05,1.40E+05,,4.38E+07
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,1993,4.70E+05,1.71E+04,3.64E-02,1.02E+00,7.64E-01,1.02E+00,7.64E-01,4.70E+05,1.50E+05,,3.31E+07
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,1994,4.78E+05,1.26E+04,2.63E-02,1.09E+00,5.09E-01,1.09E+00,5.09E-01,4.78E+05,1.61E+05,,1.28E+08
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,1995,4.87E+05,1.15E+04,2.37E-02,1.16E+00,4.34E-01,1.16E+00,4.34E-01,4.87E+05,1.72E+05,,9.21E+07
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,1996,4.92E+05,1.57E+04,3.19E-02,1.23E+00,6.09E-01,1.23E+00,6.09E-01,4.92E+05,1.83E+05,,2.02E+08
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,1997,4.98E+05,1.33E+04,2.68E-02,1.29E+00,4.89E-01,1.29E+00,4.89E-01,4.98E+05,1.90E+05,,4.89E+07
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,1998,5.04E+05,1.00E+04,1.99E-02,1.33E+00,3.54E-01,1.33E+00,3.54E-01,5.04E+05,1.97E+05,,1.89E+08
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,1999,5.22E+05,1.29E+04,2.47E-02,1.37E+00,4.26E-01,1.37E+00,4.26E-01,5.22E+05,2.03E+05,,5.98E+07
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,2000,5.29E+05,9.78E+03,1.85E-02,1.38E+00,3.00E-01,1.38E+00,3.00E-01,5.29E+05,2.05E+05,,3.31E+08
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,2001,5.50E+05,9.45E+03,1.72E-02,1.40E+00,2.86E-01,1.40E+00,2.86E-01,5.50E+05,2.07E+05,,3.82E+07
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,2002,5.63E+05,1.12E+04,1.99E-02,1.41E+00,3.34E-01,1.41E+00,3.34E-01,5.63E+05,2.08E+05,,8.16E+07
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,2003,5.97E+05,1.47E+04,2.47E-02,1.42E+00,4.26E-01,1.42E+00,4.26E-01,5.97E+05,2.10E+05,,3.00E+07
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,2004,6.11E+05,1.19E+04,1.95E-02,1.44E+00,3.31E-01,1.44E+00,3.31E-01,6.11E+05,2.14E+05,,9.48E+07
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,2005,6.30E+05,1.04E+04,1.66E-02,1.49E+00,2.80E-01,1.49E+00,2.80E-01,6.30E+05,2.20E+05,,7.89E+07
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,2006,6.43E+05,1.29E+04,2.00E-02,1.55E+00,3.32E-01,1.55E+00,3.32E-01,6.43E+05,2.29E+05,,3.69E+07
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,2007,6.55E+05,1.85E+04,2.82E-02,1.61E+00,4.66E-01,1.61E+00,4.66E-01,6.55E+05,2.38E+05,,4.59E+07
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,2008,6.58E+05,1.74E+04,2.65E-02,1.66E+00,4.43E-01,1.66E+00,4.43E-01,6.58E+05,2.46E+05,,5.94E+07
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,2009,6.56E+05,1.53E+04,2.34E-02,1.72E+00,3.91E-01,1.72E+00,3.91E-01,6.56E+05,2.54E+05,,8.21E+07
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,2010,6.54E+05,1.79E+04,2.73E-02,1.77E+00,3.45E-01,1.77E+00,3.45E-01,6.54E+05,2.62E+05,,8.21E+07
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,2011,6.46E+05,2.40E+04,3.71E-02,1.79E+00,,1.79E+00,,6.46E+05,2.65E+05,,8.21E+07
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,2012,6.33E+05,2.41E+04,3.81E-02,1.77E+00,,1.77E+00,,6.33E+05,2.62E+05,,
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,2013,6.19E+05,3.14E+04,5.07E-02,1.73E+00,,1.73E+00,,6.19E+05,2.56E+05,,
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,2014,5.98E+05,3.24E+04,5.42E-02,1.66E+00,,1.66E+00,,5.98E+05,2.46E+05,,
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,2015,,,,1.58E+00,,1.58E+00,,,2.34E+05,,
PERCHQCI,Pacific Ocean perch Haida Gwaii,1940,5.11E+04,9.72E-01,1.90E-05,3.68E+00,1.76E-04,3.68E+00,1.76E-04,5.11E+04,3.12E+04,,5.25E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1941,5.11E+04,3.08E+00,6.04E-05,3.68E+00,5.60E-04,3.68E+00,5.60E-04,5.11E+04,3.12E+04,,5.03E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1942,5.11E+04,6.28E+00,1.23E-04,3.68E+00,1.14E-03,3.68E+00,1.14E-03,5.11E+04,3.12E+04,,5.33E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1943,5.11E+04,1.99E+01,3.68E-04,3.67E+00,3.41E-03,3.67E+00,3.41E-03,5.11E+04,3.12E+04,,5.57E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1944,5.10E+04,1.41E+01,2.76E-04,3.67E+00,2.56E-03,3.67E+00,2.56E-03,5.10E+04,3.12E+04,,5.07E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1945,5.10E+04,6.73E+01,1.32E-03,3.66E+00,1.22E-02,3.66E+00,1.22E-02,5.10E+04,3.12E+04,,5.31E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1946,5.11E+04,4.74E+01,9.29E-04,3.63E+00,8.61E-03,3.63E+00,8.61E-03,5.11E+04,3.13E+04,,5.22E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1947,5.11E+04,1.73E+01,3.39E-04,3.61E+00,3.13E-03,3.61E+00,3.13E-03,5.11E+04,3.13E+04,,5.22E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1948,5.15E+04,2.78E+01,5.40E-04,3.61E+00,4.98E-03,3.61E+00,4.98E-03,5.15E+04,3.15E+04,,5.65E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1949,5.19E+04,3.43E+01,6.63E-04,3.62E+00,6.13E-03,3.62E+00,6.13E-03,5.19E+04,3.17E+04,,5.55E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1950,5.22E+04,5.20E+01,9.95E-04,3.63E+00,9.12E-03,3.63E+00,9.12E-03,5.22E+04,3.19E+04,,7.48E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1951,5.28E+04,2.86E+01,5.43E-04,3.64E+00,4.98E-03,3.64E+00,4.98E-03,5.28E+04,3.21E+04,,1.11E+07
PERCHQCI,Pacific Ocean perch Haida Gwaii,1952,5.33E+04,3.36E+01,6.30E-04,3.64E+00,5.79E-03,3.64E+00,5.79E-03,5.33E+04,3.24E+04,,9.49E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1953,5.43E+04,1.17E+01,2.16E-04,3.64E+00,2.00E-03,3.64E+00,2.00E-03,5.43E+04,3.27E+04,,8.41E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1954,5.53E+04,1.44E+01,2.60E-04,3.64E+00,2.43E-03,3.64E+00,2.43E-03,5.53E+04,3.30E+04,,7.12E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1955,5.64E+04,2.30E+01,4.07E-04,3.66E+00,3.84E-03,3.66E+00,3.84E-03,5.64E+04,3.36E+04,,5.08E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1956,5.70E+04,9.35E-01,1.64E-05,3.70E+00,1.54E-04,3.70E+00,1.54E-04,5.70E+04,3.41E+04,,5.01E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1957,5.78E+04,1.89E+00,3.27E-05,3.66E+00,3.04E-04,3.66E+00,3.04E-04,5.78E+04,3.47E+04,,3.41E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1958,5.87E+04,5.60E+00,9.52E-05,3.61E+00,8.87E-04,3.61E+00,8.87E-04,5.87E+04,3.52E+04,,2.97E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1959,5.99E+04,9.56E-04,1.59E-08,3.63E+00,1.48E-07,3.63E+00,1.48E-07,5.99E+04,3.57E+04,,2.97E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1960,6.17E+04,3.39E-03,5.49E-08,3.60E+00,5.11E-07,3.60E+00,5.11E-07,6.17E+04,3.65E+04,,3.13E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1961,6.36E+04,4.70E-01,7.38E-06,3.52E+00,6.85E-05,3.52E+00,6.85E-05,6.36E+04,3.73E+04,,3.25E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1962,6.54E+04,2.66E-03,4.06E-08,3.39E+00,3.77E-07,3.39E+00,3.77E-07,6.54E+04,3.80E+04,,2.58E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1963,6.62E+04,1.41E+00,2.13E-05,3.13E+00,1.98E-04,3.13E+00,1.98E-04,6.62E+04,3.87E+04,,2.48E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1964,6.65E+04,5.76E+00,8.66E-05,2.84E+00,7.98E-04,2.84E+00,7.98E-04,6.65E+04,3.92E+04,,3.01E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1965,6.60E+04,5.53E+03,8.37E-02,2.71E+00,7.68E-01,2.71E+00,7.68E-01,6.60E+04,3.96E+04,,3.92E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1966,5.97E+04,8.68E+03,1.45E-01,2.45E+00,1.33E+00,2.45E+00,1.33E+00,5.97E+04,3.63E+04,,2.66E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1967,5.02E+04,4.19E+03,8.33E-02,1.81E+00,7.61E-01,1.81E+00,7.61E-01,5.02E+04,3.09E+04,,2.45E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1968,4.53E+04,6.03E+03,1.33E-01,1.45E+00,1.22E+00,1.45E+00,1.22E+00,4.53E+04,2.82E+04,,3.53E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1969,3.86E+04,2.31E+03,5.98E-02,1.20E+00,5.48E-01,1.20E+00,5.48E-01,3.86E+04,2.42E+04,,4.51E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1970,3.58E+04,1.09E+03,3.04E-02,1.17E+00,2.79E-01,1.17E+00,2.79E-01,3.58E+04,2.23E+04,,3.27E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1971,3.43E+04,1.77E+03,5.17E-02,1.01E+00,4.75E-01,1.01E+00,4.75E-01,3.43E+04,2.14E+04,,2.06E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1972,3.21E+04,2.48E+03,7.73E-02,9.20E-01,7.11E-01,9.20E-01,7.11E-01,3.21E+04,2.00E+04,,1.58E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1973,2.93E+04,1.95E+03,6.67E-02,8.97E-01,6.13E-01,8.97E-01,6.13E-01,2.93E+04,1.82E+04,,1.38E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1974,2.72E+04,1.36E+03,5.00E-02,8.69E-01,4.63E-01,8.69E-01,4.63E-01,2.72E+04,1.68E+04,,1.53E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1975,2.57E+04,1.08E+03,4.19E-02,8.95E-01,3.85E-01,8.95E-01,3.85E-01,2.57E+04,1.59E+04,,4.32E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1976,2.46E+04,1.22E+03,4.94E-02,9.45E-01,4.53E-01,9.45E-01,4.53E-01,2.46E+04,1.51E+04,,2.78E+07
PERCHQCI,Pacific Ocean perch Haida Gwaii,1977,2.34E+04,2.29E+03,9.79E-02,1.01E+00,8.98E-01,1.01E+00,8.98E-01,2.34E+04,1.44E+04,,9.66E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1978,2.14E+04,2.48E+03,1.15E-01,1.11E+00,1.05E+00,1.11E+00,1.05E+00,2.14E+04,1.31E+04,,4.19E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1979,1.94E+04,1.21E+03,6.22E-02,1.18E+00,5.72E-01,1.18E+00,5.72E-01,1.94E+04,1.17E+04,,4.24E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1980,1.84E+04,1.03E+03,5.56E-02,1.24E+00,5.13E-01,1.24E+00,5.13E-01,1.84E+04,1.10E+04,,8.39E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1981,1.74E+04,7.66E+02,4.39E-02,1.25E+00,4.08E-01,1.25E+00,4.08E-01,1.74E+04,1.05E+04,,4.69E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1982,1.66E+04,9.89E+02,5.95E-02,1.24E+00,5.53E-01,1.24E+00,5.53E-01,1.66E+04,1.02E+04,,4.51E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1983,1.60E+04,1.16E+03,7.24E-02,1.22E+00,6.73E-01,1.22E+00,6.73E-01,1.60E+04,9.97E+03,,3.62E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1984,1.63E+04,3.09E+03,1.89E-01,1.17E+00,1.75E+00,1.17E+00,1.75E+00,1.63E+04,9.99E+03,,7.25E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1985,1.70E+04,2.82E+03,1.66E-01,1.13E+00,1.51E+00,1.13E+00,1.51E+00,1.70E+04,9.25E+03,,4.88E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1986,1.91E+04,3.43E+03,1.80E-01,1.12E+00,1.61E+00,1.12E+00,1.61E+00,1.91E+04,8.96E+03,,7.08E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1987,1.84E+04,1.82E+03,9.91E-02,1.06E+00,8.89E-01,1.06E+00,8.89E-01,1.84E+04,8.55E+03,,6.05E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1988,1.82E+04,1.89E+03,1.04E-01,1.04E+00,9.30E-01,1.04E+00,9.30E-01,1.82E+04,8.96E+03,,4.99E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1989,1.80E+04,2.12E+03,1.18E-01,1.05E+00,1.06E+00,1.05E+00,1.06E+00,1.80E+04,9.22E+03,,3.51E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1990,1.77E+04,1.79E+03,1.01E-01,1.03E+00,9.07E-01,1.03E+00,9.07E-01,1.77E+04,9.18E+03,,3.87E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1991,1.73E+04,6.53E+02,3.77E-02,1.02E+00,3.39E-01,1.02E+00,3.39E-01,1.73E+04,9.19E+03,,2.27E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1992,1.79E+04,3.92E+02,2.19E-02,1.05E+00,1.99E-01,1.05E+00,1.99E-01,1.79E+04,9.62E+03,,3.30E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1993,1.90E+04,5.90E+02,3.11E-02,1.05E+00,2.83E-01,1.05E+00,2.83E-01,1.90E+04,1.02E+04,,4.40E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1994,2.00E+04,3.58E+02,1.79E-02,1.01E+00,1.62E-01,1.01E+00,1.62E-01,2.00E+04,1.07E+04,,5.43E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1995,2.13E+04,8.80E+02,4.14E-02,9.36E-01,3.74E-01,9.36E-01,3.74E-01,2.13E+04,1.14E+04,,7.98E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1996,2.19E+04,7.35E+02,3.35E-02,9.33E-01,3.01E-01,9.33E-01,3.01E-01,2.19E+04,1.17E+04,,4.97E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1997,2.25E+04,7.63E+02,3.39E-02,9.63E-01,3.03E-01,9.63E-01,3.03E-01,2.25E+04,1.21E+04,,3.42E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1998,2.28E+04,1.09E+03,4.77E-02,1.01E+00,4.28E-01,1.01E+00,4.28E-01,2.28E+04,1.24E+04,,5.77E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,1999,2.26E+04,8.39E+02,3.72E-02,1.07E+00,3.38E-01,1.07E+00,3.38E-01,2.26E+04,1.25E+04,,2.48E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,2000,2.22E+04,1.27E+03,5.73E-02,1.11E+00,5.17E-01,1.11E+00,5.17E-01,2.22E+04,1.25E+04,,2.73E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,2001,2.13E+04,1.34E+03,6.28E-02,1.16E+00,5.67E-01,1.16E+00,5.67E-01,2.13E+04,1.23E+04,,3.08E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,2002,2.07E+04,1.26E+03,6.05E-02,1.21E+00,5.46E-01,1.21E+00,5.46E-01,2.07E+04,1.20E+04,,2.84E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,2003,2.06E+04,1.07E+03,5.20E-02,1.24E+00,4.70E-01,1.24E+00,4.70E-01,2.06E+04,1.18E+04,,2.10E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,2004,2.09E+04,1.03E+03,4.94E-02,1.26E+00,4.39E-01,1.26E+00,4.39E-01,2.09E+04,1.17E+04,,3.36E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,2005,2.14E+04,9.36E+02,4.38E-02,1.28E+00,3.90E-01,1.28E+00,3.90E-01,2.14E+04,1.17E+04,,3.55E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,2006,2.17E+04,9.22E+02,4.26E-02,1.30E+00,3.84E-01,1.30E+00,3.84E-01,2.17E+04,1.19E+04,,3.88E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,2007,2.17E+04,8.53E+02,3.93E-02,1.33E+00,3.55E-01,1.33E+00,3.55E-01,2.17E+04,1.20E+04,,4.04E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,2008,2.17E+04,9.17E+02,4.23E-02,1.38E+00,3.80E-01,1.38E+00,3.80E-01,2.17E+04,1.21E+04,,4.14E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,2009,2.13E+04,8.69E+02,4.07E-02,1.40E+00,3.69E-01,1.40E+00,3.69E-01,2.13E+04,1.21E+04,,4.03E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,2010,2.09E+04,9.99E+02,4.78E-02,1.44E+00,4.35E-01,1.44E+00,4.35E-01,2.09E+04,1.20E+04,,4.18E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,2011,2.03E+04,1.05E+03,5.13E-02,1.48E+00,4.70E-01,1.48E+00,4.70E-01,2.03E+04,1.18E+04,,4.02E+06
PERCHQCI,Pacific Ocean perch Haida Gwaii,2012,1.98E+04,5.84E+02,5.27E-02,1.51E+00,4.82E-01,1.51E+00,4.82E-01,1.98E+04,1.15E+04,,
PERCHQCI,Pacific Ocean perch Haida Gwaii,2013,1.93E+04,,,1.53E+00,,1.53E+00,,1.93E+04,1.13E+04,,
PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,1940,3.89E+04,3.59E+00,9.24E-05,3.68E+00,1.02E-03,3.68E+00,1.02E-03,3.89E+04,2.14E+04,,3.87E+06
PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,1941,3.88E+04,2.66E+00,6.86E-05,3.68E+00,7.57E-04,3.68E+00,7.57E-04,3.88E+04,2.14E+04,,3.74E+06
PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,1942,3.88E+04,2.69E+01,6.93E-04,3.68E+00,7.64E-03,3.68E+00,7.64E-03,3.88E+04,2.14E+04,,3.90E+06
PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,1943,3.88E+04,8.47E+01,2.18E-03,3.67E+00,2.41E-02,3.67E+00,2.41E-02,3.88E+04,2.14E+04,,3.99E+06
PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,1944,3.87E+04,4.39E+01,1.13E-03,3.67E+00,1.25E-02,3.67E+00,1.25E-02,3.87E+04,2.14E+04,,3.73E+06
