stockid,stocklong,year,TBbest,TCbest,ERbest,BdivBmsypref,UdivUmsypref,BdivBmgtpref,UdivUmgtpref,TB,SSB,TN,R
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1913,1.85E+06,7.00E+00,3.78E-06,2.35E+00,2.85E-04,2.35E+00,2.85E-04,,6.60E+05,,5.39E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1914,1.85E+06,3.00E+01,1.62E-05,2.35E+00,1.22E-03,2.35E+00,1.22E-03,,6.60E+05,,5.39E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1915,1.85E+06,4.00E+01,2.16E-05,2.35E+00,1.63E-03,2.35E+00,1.63E-03,,6.60E+05,,5.39E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1916,1.85E+06,5.30E+01,2.86E-05,2.35E+00,2.16E-03,2.35E+00,2.16E-03,,6.60E+05,,5.39E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1917,1.85E+06,8.20E+01,4.43E-05,2.35E+00,3.34E-03,2.35E+00,3.34E-03,,6.60E+05,,5.39E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1918,1.85E+06,7.30E+01,3.94E-05,2.35E+00,2.97E-03,2.35E+00,2.97E-03,,6.60E+05,,5.39E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1919,1.85E+06,2.50E+01,1.35E-05,2.35E+00,1.02E-03,2.35E+00,1.02E-03,,6.60E+05,,5.39E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1920,1.85E+06,3.10E+01,1.67E-05,2.35E+00,1.26E-03,2.35E+00,1.26E-03,,6.60E+05,,5.39E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1921,1.85E+06,1.30E+01,7.02E-06,2.35E+00,5.29E-04,2.35E+00,5.29E-04,,6.60E+05,,5.39E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1922,1.85E+06,9.00E+00,4.85E-06,2.35E+00,3.66E-04,2.35E+00,3.66E-04,,6.60E+05,,5.39E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1923,1.86E+06,7.00E+00,3.77E-06,2.35E+00,2.85E-04,2.35E+00,2.85E-04,,6.61E+05,,5.39E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1924,1.86E+06,4.00E+01,2.15E-05,2.35E+00,1.62E-03,2.35E+00,1.62E-03,,6.61E+05,,5.39E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1925,1.86E+06,2.50E+01,1.35E-05,2.35E+00,1.01E-03,2.35E+00,1.01E-03,,6.62E+05,,5.39E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1926,1.86E+06,3.00E+01,1.61E-05,2.36E+00,1.22E-03,2.36E+00,1.22E-03,,6.62E+05,,5.39E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1927,1.86E+06,3.00E+01,1.61E-05,2.36E+00,1.22E-03,2.36E+00,1.22E-03,,6.62E+05,,5.39E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1928,1.86E+06,5.70E+01,3.06E-05,2.36E+00,2.31E-03,2.36E+00,2.31E-03,,6.63E+05,,5.39E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1929,1.86E+06,3.40E+01,1.83E-05,2.36E+00,1.38E-03,2.36E+00,1.38E-03,,6.63E+05,,5.39E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1930,1.86E+06,5.40E+01,2.90E-05,2.36E+00,2.18E-03,2.36E+00,2.18E-03,,6.64E+05,,5.39E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1931,1.87E+06,1.08E+02,5.79E-05,2.36E+00,4.37E-03,2.36E+00,4.37E-03,,6.64E+05,,5.39E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1932,1.87E+06,6.00E+01,3.22E-05,2.36E+00,2.42E-03,2.36E+00,2.42E-03,,6.65E+05,,5.39E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1933,1.87E+06,1.20E+02,6.43E-05,2.37E+00,4.85E-03,2.37E+00,4.85E-03,,6.65E+05,,5.39E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1934,1.87E+06,5.19E+02,2.78E-04,2.37E+00,2.10E-02,2.37E+00,2.10E-02,,6.65E+05,,5.40E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1935,1.86E+06,7.55E+03,4.06E-03,2.36E+00,3.06E-01,2.36E+00,3.06E-01,,6.62E+05,,5.39E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1936,1.82E+06,2.32E+04,1.27E-02,2.31E+00,9.58E-01,2.31E+00,9.58E-01,,6.49E+05,,5.37E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1937,1.77E+06,1.48E+04,8.37E-03,2.24E+00,6.31E-01,2.24E+00,6.31E-01,,6.31E+05,,5.34E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1938,1.73E+06,2.06E+04,1.20E-02,2.19E+00,9.02E-01,2.19E+00,9.02E-01,,6.15E+05,,5.32E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1939,1.67E+06,2.54E+04,1.52E-02,2.11E+00,1.15E+00,2.11E+00,1.15E+00,,5.94E+05,,5.28E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1940,1.60E+06,2.68E+04,1.67E-02,2.03E+00,1.26E+00,2.03E+00,1.26E+00,,5.70E+05,,5.23E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1941,1.51E+06,5.08E+04,3.37E-02,1.91E+00,2.54E+00,1.91E+00,2.54E+00,,5.37E+05,,5.16E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1942,1.37E+06,5.59E+04,4.08E-02,1.74E+00,3.08E+00,1.74E+00,3.08E+00,,4.88E+05,,5.05E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1943,1.24E+06,4.83E+04,3.91E-02,1.57E+00,2.95E+00,1.57E+00,2.95E+00,,4.40E+05,,4.92E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1944,1.11E+06,5.04E+04,4.53E-02,1.41E+00,3.41E+00,1.41E+00,3.41E+00,,3.97E+05,,4.77E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1945,1.01E+06,3.79E+04,3.77E-02,1.28E+00,2.84E+00,1.28E+00,2.84E+00,,3.58E+05,,4.57E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1946,9.16E+05,4.24E+04,4.63E-02,1.16E+00,3.49E+00,1.16E+00,3.49E+00,,3.26E+05,,4.53E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1947,8.23E+05,4.02E+04,4.88E-02,1.04E+00,3.68E+00,1.04E+00,3.68E+00,,2.93E+05,,4.49E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1948,7.31E+05,4.36E+04,5.97E-02,9.27E-01,4.50E+00,9.27E-01,4.50E+00,,2.60E+05,,4.19E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1949,6.51E+05,3.07E+04,4.72E-02,8.25E-01,3.56E+00,8.25E-01,3.56E+00,,2.32E+05,,4.02E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1950,5.89E+05,3.43E+04,5.83E-02,7.46E-01,4.40E+00,7.46E-01,4.40E+00,,2.10E+05,,3.90E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1951,5.26E+05,3.01E+04,5.71E-02,6.67E-01,4.31E+00,6.67E-01,4.31E+00,,1.87E+05,,3.60E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1952,4.81E+05,2.14E+04,4.44E-02,6.10E-01,3.35E+00,6.10E-01,3.35E+00,,1.71E+05,,4.23E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1953,4.56E+05,1.68E+04,3.68E-02,5.78E-01,2.78E+00,5.78E-01,2.78E+00,,1.62E+05,,3.87E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1954,4.43E+05,1.30E+04,2.93E-02,5.61E-01,2.21E+00,5.61E-01,2.21E+00,,1.58E+05,,4.23E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1955,4.35E+05,1.39E+04,3.20E-02,5.51E-01,2.41E+00,5.51E-01,2.41E+00,,1.55E+05,,3.62E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1956,4.25E+05,1.44E+04,3.38E-02,5.39E-01,2.55E+00,5.39E-01,2.55E+00,,1.52E+05,,3.81E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1957,4.11E+05,1.85E+04,4.50E-02,5.20E-01,3.39E+00,5.20E-01,3.39E+00,,1.46E+05,,4.04E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1958,3.92E+05,1.60E+04,4.09E-02,4.97E-01,3.08E+00,4.97E-01,3.08E+00,,1.40E+05,,3.38E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1959,3.78E+05,1.55E+04,4.10E-02,4.79E-01,3.09E+00,4.79E-01,3.09E+00,,1.35E+05,,4.16E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1960,3.70E+05,1.14E+04,3.08E-02,4.69E-01,2.32E+00,4.69E-01,2.32E+00,,1.32E+05,,3.14E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1961,3.65E+05,1.41E+04,3.86E-02,4.63E-01,2.91E+00,4.63E-01,2.91E+00,,1.30E+05,,4.59E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1962,3.56E+05,1.41E+04,3.97E-02,4.51E-01,2.99E+00,4.51E-01,2.99E+00,,1.27E+05,,2.90E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1963,3.51E+05,1.00E+04,2.86E-02,4.45E-01,2.16E+00,4.45E-01,2.16E+00,,1.25E+05,,5.24E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1964,3.55E+05,8.31E+03,2.34E-02,4.50E-01,1.76E+00,4.50E-01,1.76E+00,,1.27E+05,,3.37E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1965,3.63E+05,8.06E+03,2.22E-02,4.59E-01,1.68E+00,4.59E-01,1.68E+00,,1.29E+05,,1.86E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1966,3.70E+05,8.57E+03,2.31E-02,4.69E-01,1.74E+00,4.69E-01,1.74E+00,,1.32E+05,,4.72E+06
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1967,3.75E+05,1.09E+04,2.90E-02,4.75E-01,2.18E+00,4.75E-01,2.18E+00,,1.34E+05,,3.43E+06
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1968,3.80E+05,6.78E+03,1.78E-02,4.82E-01,1.34E+00,4.82E-01,1.34E+00,,1.35E+05,,1.63E+06
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1969,3.84E+05,1.25E+04,3.24E-02,4.87E-01,2.44E+00,4.87E-01,2.44E+00,,1.37E+05,,1.91E+06
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1970,3.72E+05,1.67E+04,4.50E-02,4.71E-01,3.39E+00,4.71E-01,3.39E+00,,1.33E+05,,1.98E+06
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1971,3.45E+05,2.00E+04,5.81E-02,4.37E-01,4.38E+00,4.37E-01,4.38E+00,,1.23E+05,,1.18E+08
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1972,3.08E+05,1.91E+04,6.20E-02,3.90E-01,4.67E+00,3.90E-01,4.67E+00,,1.10E+05,,4.51E+06
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1973,2.70E+05,1.74E+04,6.42E-02,3.42E-01,4.84E+00,3.42E-01,4.84E+00,,9.63E+04,,2.16E+06
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1974,2.41E+05,1.05E+04,4.34E-02,3.06E-01,3.27E+00,3.06E-01,3.27E+00,,8.59E+04,,1.37E+06
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1975,2.23E+05,1.06E+04,4.75E-02,2.82E-01,3.58E+00,2.82E-01,3.58E+00,,7.93E+04,,1.34E+06
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1976,2.06E+05,1.07E+04,5.20E-02,2.61E-01,3.92E+00,2.61E-01,3.92E+00,,7.33E+04,,8.69E+05
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1977,1.88E+05,1.32E+04,7.02E-02,2.39E-01,5.30E+00,2.39E-01,5.30E+00,,6.71E+04,,1.10E+06
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1978,1.66E+05,1.41E+04,8.48E-02,2.10E-01,6.40E+00,2.10E-01,6.40E+00,,5.91E+04,,2.70E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1979,1.39E+05,1.48E+04,1.06E-01,1.77E-01,7.98E+00,1.77E-01,7.98E+00,,4.96E+04,,1.09E+06
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1980,1.14E+05,1.02E+04,8.91E-02,1.45E-01,6.72E+00,1.45E-01,6.72E+00,,4.07E+04,,2.06E+06
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1981,9.58E+04,7.92E+03,8.26E-02,1.21E-01,6.23E+00,1.21E-01,6.23E+00,,3.41E+04,,1.02E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1982,8.03E+04,6.90E+03,8.60E-02,1.02E-01,6.48E+00,1.02E-01,6.48E+00,,2.86E+04,,1.34E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1983,6.78E+04,5.33E+03,7.86E-02,8.59E-02,5.93E+00,8.59E-02,5.93E+00,,2.41E+04,,3.74E+06
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1984,5.85E+04,4.79E+03,8.20E-02,7.41E-02,6.18E+00,7.41E-02,6.18E+00,,2.08E+04,,5.79E+06
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1985,5.08E+04,4.28E+03,8.43E-02,6.44E-02,6.35E+00,6.44E-02,6.35E+00,,1.81E+04,,1.76E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1986,4.57E+04,2.93E+03,6.41E-02,5.79E-02,4.83E+00,5.79E-02,4.83E+00,,1.63E+04,,1.62E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1987,4.41E+04,1.89E+03,4.29E-02,5.59E-02,3.24E+00,5.59E-02,3.24E+00,,1.57E+04,,1.07E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1988,4.55E+04,1.18E+03,2.59E-02,5.76E-02,1.95E+00,5.76E-02,1.95E+00,,1.62E+04,,1.23E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1989,4.92E+04,6.69E+02,1.36E-02,6.24E-02,1.02E+00,6.24E-02,1.02E+00,,1.75E+04,,1.27E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1990,5.48E+04,6.39E+02,1.17E-02,6.94E-02,8.79E-01,6.94E-02,8.79E-01,,1.95E+04,,1.64E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1991,5.03E+04,2.04E+03,4.05E-02,6.37E-02,3.06E+00,6.37E-02,3.06E+00,,1.79E+04,,6.42E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1992,4.32E+04,9.78E+02,2.26E-02,5.47E-02,1.71E+00,5.47E-02,1.71E+00,,1.54E+04,,8.66E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1993,4.96E+04,1.05E+03,2.11E-02,6.28E-02,1.59E+00,6.28E-02,1.59E+00,,1.77E+04,,4.17E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1994,5.86E+04,5.46E+02,9.32E-03,7.42E-02,7.03E-01,7.42E-02,7.03E-01,,2.09E+04,,4.47E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1995,7.22E+04,6.31E+02,8.75E-03,9.14E-02,6.59E-01,9.14E-02,6.59E-01,,2.57E+04,,3.33E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1996,9.15E+04,6.89E+02,7.53E-03,1.16E-01,5.68E-01,1.16E-01,5.68E-01,,3.26E+04,,2.95E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1997,1.17E+05,4.32E+02,3.69E-03,1.49E-01,2.78E-01,1.49E-01,2.78E-01,,4.18E+04,,3.76E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1998,1.49E+05,5.86E+02,3.93E-03,1.89E-01,2.96E-01,1.89E-01,2.96E-01,,5.31E+04,,5.11E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1999,1.86E+05,3.83E+02,2.06E-03,2.36E-01,1.55E-01,2.36E-01,1.55E-01,,6.62E+04,,1.03E+08
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,2000,2.26E+05,4.88E+02,2.16E-03,2.86E-01,1.63E-01,2.86E-01,1.63E-01,,8.05E+04,,5.20E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,2001,2.68E+05,7.28E+02,2.72E-03,3.40E-01,2.05E-01,3.40E-01,2.05E-01,,9.55E+04,,8.68E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,2002,3.12E+05,4.94E+02,1.58E-03,3.95E-01,1.19E-01,3.95E-01,1.19E-01,,1.11E+05,,4.10E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,2003,3.58E+05,5.64E+02,1.57E-03,4.54E-01,1.19E-01,4.54E-01,1.19E-01,,1.28E+05,,8.26E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,2004,4.08E+05,5.23E+02,1.28E-03,5.17E-01,9.66E-02,5.17E-01,9.66E-02,,1.45E+05,,9.63E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,2005,4.62E+05,6.65E+02,1.44E-03,5.85E-01,1.09E-01,5.85E-01,1.09E-01,,1.64E+05,,5.29E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,2006,5.18E+05,6.48E+02,1.25E-03,6.57E-01,9.43E-02,6.57E-01,9.43E-02,,1.85E+05,,1.77E+08
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,2007,5.78E+05,1.16E+03,2.01E-03,7.32E-01,1.51E-01,7.32E-01,1.51E-01,,2.06E+05,,2.74E+08
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,2008,6.41E+05,1.37E+03,2.14E-03,8.12E-01,1.62E-01,8.12E-01,1.62E-01,,2.28E+05,,1.42E+08
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,2009,7.08E+05,1.67E+03,2.35E-03,8.97E-01,1.78E-01,8.97E-01,1.78E-01,,2.52E+05,,4.63E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,2010,7.83E+05,1.85E+03,2.37E-03,9.92E-01,1.78E-01,9.92E-01,1.78E-01,,2.79E+05,,6.34E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,2011,8.68E+05,2.22E+03,2.56E-03,1.10E+00,1.93E-01,1.10E+00,1.93E-01,,3.09E+05,,7.26E+07
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,2012,9.62E+05,4.15E+03,4.31E-03,1.22E+00,3.25E-01,1.22E+00,3.25E-01,,3.43E+05,,1.27E+08
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,2013,1.06E+06,3.97E+03,3.74E-03,1.34E+00,2.82E-01,1.34E+00,2.82E-01,,3.78E+05,,1.09E+08
ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,2014,9.26E+05,5.09E+03,5.49E-03,1.17E+00,4.14E-01,1.17E+00,4.14E-01,,3.30E+05,,
ACMACKSARG,Argentine chub mackerel Southern Argentina,1990,2.13E+05,,0.00E+00,1.76E+00,0.00E+00,1.92E+00,0.00E+00,2.13E+05,1.71E+05,,2.43E+08
ACMACKSARG,Argentine chub mackerel Southern Argentina,1991,2.07E+05,2.43E+02,1.00E-03,1.72E+00,1.45E-02,1.89E+00,6.25E-03,2.07E+05,1.68E+05,,2.53E+08
ACMACKSARG,Argentine chub mackerel Southern Argentina,1992,2.00E+05,2.15E+03,1.30E-02,1.66E+00,1.89E-01,1.80E+00,5.31E-02,2.00E+05,1.60E+05,,2.80E+08
ACMACKSARG,Argentine chub mackerel Southern Argentina,1993,1.94E+05,4.32E+03,2.90E-02,1.61E+00,4.22E-01,1.70E+00,1.25E-01,1.94E+05,1.51E+05,,2.73E+08
ACMACKSARG,Argentine chub mackerel Southern Argentina,1994,1.86E+05,6.04E+03,4.20E-02,1.54E+00,6.10E-01,1.62E+00,1.84E-01,1.86E+05,1.44E+05,,2.70E+08
ACMACKSARG,Argentine chub mackerel Southern Argentina,1995,1.79E+05,1.03E+04,7.70E-02,1.48E+00,1.12E+00,1.51E+00,3.34E-01,1.79E+05,1.34E+05,,2.14E+08
ACMACKSARG,Argentine chub mackerel Southern Argentina,1996,1.65E+05,8.06E+03,6.30E-02,1.37E+00,9.16E-01,1.43E+00,2.84E-01,1.65E+05,1.27E+05,,1.87E+08
ACMACKSARG,Argentine chub mackerel Southern Argentina,1997,1.53E+05,8.87E+03,7.50E-02,1.27E+00,1.09E+00,1.31E+00,3.25E-01,1.53E+05,1.17E+05,,1.36E+08
ACMACKSARG,Argentine chub mackerel Southern Argentina,1998,1.37E+05,2.88E+03,2.60E-02,1.14E+00,3.78E-01,1.24E+00,1.16E-01,1.37E+05,1.10E+05,,1.46E+08
ACMACKSARG,Argentine chub mackerel Southern Argentina,1999,1.27E+05,6.54E+03,6.80E-02,1.05E+00,9.88E-01,1.09E+00,2.66E-01,1.27E+05,9.69E+04,,2.02E+08
ACMACKSARG,Argentine chub mackerel Southern Argentina,2000,1.19E+05,1.01E+04,1.15E-01,9.86E-01,1.67E+00,9.61E-01,4.97E-01,1.19E+05,8.55E+04,,1.64E+08
ACMACKSARG,Argentine chub mackerel Southern Argentina,2001,1.09E+05,3.34E+03,4.00E-02,9.03E-01,5.81E-01,9.46E-01,1.88E-01,1.09E+05,8.42E+04,,1.94E+08
ACMACKSARG,Argentine chub mackerel Southern Argentina,2002,1.09E+05,1.03E+04,1.33E-01,9.03E-01,1.93E+00,8.72E-01,5.94E-01,1.09E+05,7.76E+04,,1.86E+08
ACMACKSARG,Argentine chub mackerel Southern Argentina,2003,1.03E+05,3.80E+02,5.00E-03,8.53E-01,7.27E-02,9.20E-01,2.19E-02,1.03E+05,8.19E+04,,3.40E+08
ACMACKSARG,Argentine chub mackerel Southern Argentina,2004,1.20E+05,1.99E+03,2.20E-02,9.94E-01,3.20E-01,1.01E+00,1.09E-01,1.20E+05,8.96E+04,,4.51E+08
ACMACKSARG,Argentine chub mackerel Southern Argentina,2005,1.47E+05,3.74E+02,3.00E-03,1.22E+00,4.36E-02,1.25E+00,1.88E-02,1.47E+05,1.11E+05,,2.58E+08
ACMACKSARG,Argentine chub mackerel Southern Argentina,2006,1.63E+05,8.58E+02,6.00E-03,1.35E+00,8.72E-02,1.49E+00,3.44E-02,1.63E+05,1.33E+05,,3.20E+08
ACMACKSARG,Argentine chub mackerel Southern Argentina,2007,1.77E+05,7.89E+03,5.80E-02,1.47E+00,8.43E-01,1.54E+00,2.94E-01,1.77E+05,1.37E+05,,4.35E+08
ACMACKSARG,Argentine chub mackerel Southern Argentina,2008,1.92E+05,1.22E+04,8.70E-02,1.59E+00,1.26E+00,1.57E+00,4.34E-01,1.92E+05,1.40E+05,,5.18E+08
ACMACKSARG,Argentine chub mackerel Southern Argentina,2009,2.09E+05,1.18E+04,7.70E-02,1.73E+00,1.12E+00,1.72E+00,4.19E-01,2.09E+05,1.53E+05,,2.98E+08
ACMACKSARG,Argentine chub mackerel Southern Argentina,2010,2.11E+05,2.55E+04,1.62E-01,1.75E+00,2.35E+00,1.73E+00,8.63E-01,2.11E+05,1.54E+05,,4.28E+08
ACMACKSARG,Argentine chub mackerel Southern Argentina,2011,2.06E+05,2.66E+04,1.80E-01,1.71E+00,2.62E+00,1.60E+00,8.50E-01,2.06E+05,1.42E+05,,2.96E+08
ACMACKSARG,Argentine chub mackerel Southern Argentina,2012,1.66E+05,2.01E+04,1.43E-01,1.38E+00,2.08E+00,1.53E+00,6.53E-01,1.66E+05,1.36E+05,,2.20E+08
ACMACKSARG,Argentine chub mackerel Southern Argentina,2013,1.68E+05,1.76E+04,1.26E-01,1.39E+00,1.83E+00,1.55E+00,5.75E-01,1.68E+05,1.38E+05,,3.02E+08
ACMACKSARG,Argentine chub mackerel Southern Argentina,2014,1.59E+05,6.64E+03,4.90E-02,1.32E+00,7.12E-01,1.53E+00,2.13E-01,1.59E+05,1.36E+05,,2.58E+08
ACMACKSARG,Argentine chub mackerel Southern Argentina,2015,1.68E+05,1.62E+04,1.26E-01,1.39E+00,1.83E+00,1.45E+00,5.25E-01,1.68E+05,1.29E+05,,
AFLONCH,Alfonsino Chile,1998,4.79E+04,1.27E+02,2.65E-03,2.65E+00,3.75E-02,2.65E+00,3.75E-02,4.79E+04,1.61E+04,,2.23E+04
AFLONCH,Alfonsino Chile,1999,4.72E+04,7.15E+02,1.51E-02,2.61E+00,2.15E-01,2.61E+00,2.15E-01,4.72E+04,1.58E+04,,1.80E+04
AFLONCH,Alfonsino Chile,2000,4.53E+04,4.38E+03,9.67E-02,2.50E+00,1.37E+00,2.50E+00,1.37E+00,4.53E+04,1.39E+04,,1.53E+04
AFLONCH,Alfonsino Chile,2001,3.94E+04,5.04E+03,1.28E-01,2.18E+00,1.81E+00,2.18E+00,1.81E+00,3.94E+04,1.04E+04,,1.69E+04
AFLONCH,Alfonsino Chile,2002,3.36E+04,8.16E+03,2.43E-01,1.86E+00,3.44E+00,1.86E+00,3.44E+00,3.36E+04,6.33E+03,,1.35E+04
AFLONCH,Alfonsino Chile,2003,2.54E+04,9.10E+03,3.58E-01,1.40E+00,5.07E+00,1.40E+00,5.07E+00,2.54E+04,3.31E+03,,1.03E+04
AFLONCH,Alfonsino Chile,2004,1.84E+04,2.82E+03,1.53E-01,1.02E+00,2.17E+00,1.02E+00,2.17E+00,1.84E+04,2.28E+03,,7.52E+03
AFLONCH,Alfonsino Chile,2005,1.63E+04,2.81E+03,1.72E-01,9.01E-01,2.44E+00,9.01E-01,2.44E+00,1.63E+04,1.88E+03,,8.73E+03
AFLONCH,Alfonsino Chile,2006,1.38E+04,2.35E+03,1.70E-01,7.63E-01,2.41E+00,7.63E-01,2.41E+00,1.38E+04,1.57E+03,,6.48E+03
AFLONCH,Alfonsino Chile,2007,1.25E+04,2.63E+03,2.10E-01,6.91E-01,2.98E+00,6.91E-01,2.98E+00,1.25E+04,1.37E+03,,1.12E+04
